ID,Age,Gender,LicenceCountry,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Claim
A65796677,18,F,UK,1,0,1,1200,5,Drive,2,No
A97586196,54,F,UK,28,0,2,1600,3,Road,15,Yes
B25551066,31,M,UK,6,0,3,1200,6,Garage,11,No
B37568926,73,F,UK,40,0,4,1200,2,Garage,1,Yes
B83447746,80,M,UK,46,0,4,1400,6,Road,2,Yes
B52388403,25,M,UK,5,0,3,1400,6,Garage,2,No
A79846587,24,M,UK,6,0,4,1200,6,Garage,8,Yes
B27516215,42,F,UK,17,0,3,1800,6,Garage,2,No
A64438515,53,F,UK,13,0,0,1600,7,Garage,2,No
B47675534,51,M,UK,4,0,1,1400,3,Garage,19,No
B2321929,71,M,UK,1,0,3,1600,6,Garage,4,No
A34126490,62,F,UK,34,0,3,1200,4,Garage,4,No
B95212749,48,F,UK,21,0,1,1400,3,Garage,2,No
A56263617,43,F,UK,23,0,4,1200,3,Garage,1,No
B75765495,62,F,UK,41,0,3,1400,3,Garage,5,No
A1509888,26,F,UK,2,0,2,1200,2,Garage,12,No
A13968260,39,M,UK,13,0,3,1200,4,Garage,14,No
B92519481,59,F,UK,35,0,0,1200,3,Garage,1,No
B25420841,63,M,UK,29,0,3,1600,3,Garage,4,Yes
A65381757,24,F,UK,6,0,3,1400,6,Garage,3,Yes
A79500952,62,F,UK,22,0,4,1200,2,Garage,1,No
A43269259,55,M,UK,5,0,3,1600,5,Road,1,Yes
A9197279,49,F,UK,9,0,0,2000,4,Road,3,Yes
A72605400,68,M,UK,45,0,4,2400,5,Garage,2,Yes
B19618208,22,F,UK,4,0,0,1400,3,Garage,12,No
B76601606,39,M,UK,20,0,4,1600,5,Drive,4,No
B76427350,76,F,UK,23,0,3,1400,3,Road,19,Yes
B76315436,19,M,UK,1,0,0,1200,3,Garage,19,Yes
A12152582,63,M,UK,43,0,4,1200,6,Garage,6,No
B24978603,49,M,UK,31,0,2,1400,3,Garage,1,No
B35626919,36,M,UK,18,0,2,1200,4,Road,1,No
B68552099,75,F,UK,27,0,4,1400,4,Road,3,Yes
B79709807,41,F,UK,20,0,3,1400,5,Drive,1,No
B78622537,72,M,UK,10,0,3,1600,4,Garage,4,Yes
A54779077,34,M,UK,2,8,0,1200,2,Garage,2,Yes
A83093502,60,M,UK,38,0,3,1600,5,Road,7,Yes
A59208953,52,M,UK,7,0,0,1200,3,Garage,9,No
B74331845,70,M,UK,2,0,1,1200,2,Road,1,No
B44200298,69,F,UK,24,0,3,1200,2,Garage,6,No
A70306339,24,F,UK,1,4,1,1200,5,Garage,1,No
B3266326,49,M,UK,10,0,3,1400,3,Road,1,No
A95239039,33,M,UK,11,0,3,1600,6,Garage,2,No
A88149601,80,F,UK,33,0,4,1400,2,Garage,8,Yes
B80113359,73,F,UK,38,8,1,1200,5,Garage,11,Yes
A31429722,64,M,UK,38,0,0,1200,4,Garage,1,No
B88017965,21,F,UK,4,0,2,1600,5,Garage,11,Yes
B37657566,57,M,UK,5,0,1,1200,5,Garage,17,No
A49310104,36,M,UK,3,0,2,1400,7,Garage,6,No
A77830263,31,M,UK,12,0,3,1400,6,Garage,2,No
A42995281,24,M,UK,6,0,4,1200,6,Garage,1,Yes
A42377380,19,F,UK,2,0,3,1400,6,Garage,9,Yes
B3795300,49,M,UK,15,0,0,1400,4,Garage,5,No
A65190474,54,F,UK,4,0,3,1600,5,Road,4,Yes
B75447287,50,M,UK,17,8,3,1200,4,Garage,5,Yes
A85157399,59,M,UK,31,0,2,1200,2,Garage,8,No
B23850209,36,M,UK,18,0,4,1200,5,Road,20,Yes
A75674654,55,F,UK,1,0,1,1200,6,Garage,8,No
B38661098,77,F,UK,6,4,1,1200,6,Road,8,Yes
A55300832,69,F,UK,36,0,0,1200,6,Road,12,Yes
B77960285,67,M,UK,12,0,4,1400,2,Garage,1,No
B28937386,61,F,UK,25,0,3,1200,6,Garage,2,No
B9761325,68,F,UK,28,0,0,1400,6,Garage,8,Yes
A83737251,70,M,UK,4,0,4,1600,5,Road,16,Yes
B74543016,78,M,UK,12,0,4,1200,6,Garage,5,No
A11126101,39,M,UK,17,0,1,1600,6,Garage,2,No
A97079384,49,F,UK,5,0,1,1200,3,Garage,15,No
A48210316,55,M,UK,8,0,3,1400,4,Road,9,Yes
A23781443,33,F,UK,16,0,2,1200,5,Garage,18,No
B92960346,19,F,UK,2,0,4,1400,5,Garage,8,Yes
B71500147,76,F,UK,19,0,1,1400,7,Road,9,Yes
A54819784,41,F,UK,23,0,4,1200,2,Road,1,No
A50464953,23,F,UK,6,0,0,1400,5,Garage,5,Yes
B91219668,64,F,UK,44,0,4,1600,4,Garage,3,No
B80758990,52,F,UK,14,0,2,1400,6,Road,10,Yes
B62292337,34,F,UK,9,4,3,1200,6,Garage,1,Yes
B30934243,40,M,UK,13,0,1,1200,4,Garage,13,No
A13876939,30,F,UK,10,0,0,1200,2,Garage,1,No
A9057989,51,F,UK,1,0,2,1400,4,Garage,4,No
A78835705,49,F,UK,21,0,1,1200,3,Garage,9,No
A44611161,19,F,UK,1,0,0,1400,3,Garage,1,No
B70971441,38,F,UK,4,0,4,1400,4,Garage,2,No
A98358174,20,F,UK,3,4,4,1400,6,Drive,1,Yes
B59359371,51,F,UK,14,0,2,1200,4,Garage,4,No
A7186355,18,F,UK,1,0,4,1200,5,Garage,7,No
B24220502,24,F,UK,6,0,0,1600,6,Garage,13,Yes
A76448110,77,M,UK,39,0,1,1200,5,Road,8,Yes
B22435863,50,M,UK,30,0,0,1400,4,Road,15,Yes
A88693333,44,F,UK,17,0,4,1200,4,Garage,9,No
B75052365,76,F,UK,59,4,2,1600,4,Road,4,Yes
B65615656,80,F,UK,17,0,1,1400,6,Drive,4,Yes
B82649281,67,F,UK,50,0,4,1400,6,Garage,1,No
B10326076,47,M,UK,28,0,0,1400,4,Garage,6,No
B36805472,19,M,UK,2,0,2,1600,7,Road,1,Yes
A23484744,75,M,UK,58,0,1,1400,3,Drive,4,No
B5520221,27,F,UK,9,0,4,1400,6,Garage,3,No
A84813473,18,M,UK,1,0,4,1200,5,Garage,3,Yes
A46216486,70,M,UK,23,0,2,1400,2,Garage,2,No
A72730521,31,M,UK,6,0,3,1200,5,Garage,2,No
A62611594,29,M,UK,3,0,4,1400,3,Road,5,Yes
B7973330,74,M,UK,40,0,0,1200,3,Garage,1,No
A27193478,28,M,UK,1,0,4,1400,2,Garage,1,No
B44725015,39,M,UK,6,0,3,1200,4,Garage,4,No
B36414886,59,F,UK,9,0,3,1200,5,Garage,1,No
A85422808,62,M,UK,27,0,3,2000,7,Garage,9,Yes
A71238069,27,M,UK,1,0,4,1800,4,Garage,4,No
B23020396,46,F,UK,17,0,2,1600,4,Garage,2,No
B62461658,45,F,UK,15,0,4,1400,5,Drive,12,Yes
B36583648,78,M,UK,27,0,3,1200,2,Garage,3,No
A91277862,55,M,UK,28,0,2,1400,5,Garage,1,No
B30332480,39,F,UK,14,8,1,1200,6,Drive,1,Yes
B24157562,51,F,UK,34,0,1,1800,4,Drive,17,Yes
B15768686,39,F,UK,14,0,1,2800,7,Road,9,Yes
A64119919,52,F,UK,5,8,0,1400,6,Garage,6,Yes
B81685748,60,M,UK,17,0,3,1200,5,Garage,6,No
B68016235,23,F,UK,5,0,1,1400,6,Garage,4,Yes
B52911472,53,M,UK,33,0,0,1600,4,Garage,16,No
B34617539,76,M,UK,40,0,3,1400,3,Garage,5,No
A48839557,50,F,UK,10,0,3,1600,4,Garage,1,No
A71109017,29,M,UK,9,0,2,1200,4,Garage,1,No
B67285874,44,F,UK,14,4,2,1400,7,Garage,14,Yes
A52567539,44,M,UK,21,0,2,1200,5,Road,6,Yes
B50035556,25,M,UK,6,0,4,1400,3,Garage,11,No
A67997460,68,M,UK,43,0,4,1400,6,Garage,15,Yes
B11295462,69,F,UK,14,8,3,1400,4,Garage,1,Yes
B78793579,78,F,UK,30,0,0,1200,4,Garage,8,Yes
B88460860,71,M,UK,11,0,4,1200,3,Garage,4,No
B41849781,57,M,UK,2,0,1,1200,5,Garage,7,No
B51894174,34,M,UK,10,0,2,1400,6,Garage,16,Yes
A50373098,57,F,UK,30,0,4,1800,4,Garage,8,No
A31161422,71,M,UK,53,0,2,1200,5,Garage,16,No
B83112603,50,F,UK,15,0,1,1600,6,Garage,17,Yes
A98157971,45,F,UK,4,0,4,1400,3,Garage,11,No
A30452415,52,M,UK,1,0,4,1200,5,Garage,3,No
A18690509,44,M,UK,23,0,1,1400,4,Garage,1,No
B80312437,63,M,UK,24,0,2,1600,3,Garage,16,No
A83224608,76,M,UK,21,0,3,1400,3,Garage,13,No
A40047106,44,M,UK,25,0,3,2000,4,Garage,3,No
A48759076,48,F,UK,20,0,0,1400,5,Garage,10,No
B10506978,41,F,UK,20,0,1,1600,5,Garage,2,No
B55530387,26,M,UK,9,0,1,1200,3,Garage,7,No
B7289965,21,F,UK,1,0,4,1400,5,Garage,1,No
B1804922,79,M,UK,48,4,2,1600,2,Garage,2,Yes
A83977089,33,F,UK,7,0,2,1400,3,Drive,4,No
B49301314,30,F,UK,1,0,0,1400,5,Drive,15,No
A98536481,31,M,UK,11,0,1,1200,2,Garage,3,No
A26120674,67,M,UK,12,0,1,1400,2,Road,7,Yes
A70317380,67,F,UK,19,4,3,1200,4,Garage,3,Yes
B40749538,27,M,UK,6,0,3,1600,6,Garage,12,No
B77688005,61,M,UK,44,0,3,1400,4,Road,3,Yes
B15933268,53,M,UK,11,8,2,1200,3,Drive,4,Yes
A35522163,79,F,UK,2,0,2,1200,4,Garage,6,Yes
A2970434,24,F,UK,1,0,2,1200,6,Road,1,Yes
B48680075,20,M,UK,2,0,4,1400,7,Garage,1,Yes
A89188454,58,M,UK,12,0,3,1200,5,Garage,3,No
A89664889,78,M,UK,51,0,0,1200,3,Drive,7,No
A39779762,29,M,UK,2,0,3,1800,3,Garage,5,No
B37916955,43,F,UK,22,0,2,1400,6,Garage,10,No
B77999083,58,M,UK,33,0,2,1400,4,Garage,3,No
A53410702,55,F,UK,35,0,0,1400,3,Garage,2,No
B43530283,22,M,UK,2,0,4,1400,3,Garage,15,Yes
B63095890,65,M,UK,26,0,3,1200,2,Garage,6,No
B89797127,47,F,UK,11,0,0,1600,5,Road,6,Yes
B61715043,80,M,UK,21,0,4,1400,4,Garage,1,No
A93569866,44,F,UK,12,0,2,1400,7,Garage,2,No
A266293,59,F,UK,5,0,1,1400,3,Garage,1,No
A80997682,63,F,UK,35,0,4,1200,6,Drive,11,Yes
A38050908,60,F,UK,18,4,3,1200,3,Garage,6,Yes
B2237439,71,M,UK,11,4,3,1400,3,Road,14,Yes
B37806835,68,F,UK,19,0,0,1600,3,Garage,10,Yes
B32163238,50,F,UK,6,0,4,1400,5,Drive,1,No
B36757498,80,F,UK,8,0,3,1200,6,Road,14,Yes
A64680338,60,M,UK,2,0,2,1400,3,Road,9,Yes
A75853686,28,M,UK,10,0,4,1400,3,Road,19,No
A17910947,44,F,UK,1,0,0,1200,3,Garage,10,No
B48480192,40,F,UK,12,0,2,1200,6,Road,2,Yes
B58564134,28,F,UK,10,8,1,1400,3,Garage,19,Yes
A96739361,57,F,UK,15,4,2,1200,5,Garage,2,Yes
A92280736,71,M,UK,22,0,4,1200,6,Road,2,Yes
A83449912,24,F,UK,2,0,0,1200,2,Garage,4,No
B82886865,47,M,UK,2,0,2,1400,3,Garage,10,No
A77297251,50,F,UK,11,0,4,1400,3,Garage,1,No
B97468252,71,F,UK,30,0,4,1200,3,Road,15,Yes
B39609069,47,F,UK,3,0,2,1200,6,Garage,4,No
A45006882,45,F,UK,24,8,4,1200,2,Garage,1,Yes
B98798675,33,F,UK,1,0,2,1400,3,Garage,9,No
A29188105,55,F,UK,6,0,2,1400,7,Road,1,Yes
B49625782,44,M,UK,2,0,1,1400,4,Garage,1,No
A25353251,62,M,UK,7,0,1,1400,6,Garage,14,Yes
B96880466,79,F,UK,60,0,4,2000,7,Road,6,Yes
A34393377,63,M,UK,33,0,2,1200,2,Road,15,Yes
B75155108,28,M,UK,2,0,3,1200,6,Garage,1,No
B40774329,21,M,UK,4,8,3,1200,4,Road,8,Yes
A35881369,30,M,UK,2,0,2,1200,5,Garage,1,No
A47844628,45,M,UK,14,8,4,1800,3,Garage,5,Yes
A85128399,41,M,UK,12,0,3,2200,6,Garage,14,Yes
B33402193,34,M,UK,5,0,0,1200,6,Road,2,Yes
B46636292,67,M,UK,47,0,0,1400,5,Garage,5,No
A4715770,19,F,UK,2,8,3,1200,3,Road,5,Yes
A4480952,51,M,UK,11,4,0,1200,6,Garage,1,Yes
B83223028,55,M,UK,2,0,4,1200,5,Road,6,Yes
B13972138,28,M,UK,8,0,0,1400,2,Drive,1,No
A74435482,33,M,UK,12,0,1,1200,4,Garage,13,No
A39631363,31,F,UK,14,0,0,1400,6,Road,9,No
B43534673,22,F,UK,5,0,3,1200,3,Road,2,Yes
A30886094,18,F,UK,1,0,4,1400,3,Drive,6,Yes
A14116245,55,M,UK,15,0,4,1200,5,Garage,16,No
A46183231,47,F,UK,17,0,3,1400,5,Garage,11,No
B48696454,31,M,UK,5,0,1,1200,6,Garage,5,No
A41164092,25,M,UK,8,0,2,1400,2,Garage,14,No
A37847351,70,M,UK,46,0,1,1200,5,Garage,8,No
A33699938,49,M,UK,19,0,4,1200,3,Garage,2,No
B57579552,33,F,UK,4,8,0,1200,6,Drive,12,Yes
A22963212,66,M,UK,22,0,2,1200,3,Garage,1,No
B35532810,44,M,UK,14,0,2,1400,2,Road,4,No
B14793205,25,M,UK,8,0,4,1200,3,Garage,1,No
A93452353,25,M,UK,3,0,4,1400,2,Garage,2,No
B18550311,46,F,UK,2,0,0,1200,4,Garage,11,No
B47321938,27,F,UK,2,0,1,1200,3,Garage,16,No
B17475580,30,F,UK,11,0,3,1200,4,Garage,1,No
A79752341,55,F,UK,34,0,2,1200,3,Garage,17,No
B85829018,51,F,UK,10,0,2,1600,3,Garage,5,No
A87231419,57,M,UK,33,0,0,1400,6,Garage,17,Yes
A55037872,45,M,UK,15,0,0,1200,6,Garage,1,No
B76594756,56,F,UK,27,8,1,1400,3,Garage,2,Yes
B93244328,66,F,UK,46,0,0,1400,4,Garage,11,Yes
B80205772,60,F,UK,6,4,0,2000,8,Road,4,Yes
A97180770,40,F,UK,2,0,3,1400,4,Garage,2,No
A22930046,25,F,UK,3,4,4,1200,2,Garage,11,Yes
A77509679,45,F,UK,4,0,4,1200,5,Garage,6,No
A46129042,72,M,UK,29,0,2,1400,6,Garage,14,Yes
A53854984,52,F,UK,10,0,2,1600,4,Drive,1,Yes
B78086184,56,F,UK,26,0,0,1200,4,Garage,4,No
A82606005,73,M,UK,38,0,4,1400,6,Garage,14,Yes
B26401037,64,M,UK,11,0,0,1400,4,Garage,1,No
B25519333,52,M,UK,22,0,0,1400,6,Garage,1,No
B87974051,70,M,UK,19,0,0,1400,6,Road,7,Yes
A76843160,59,F,UK,29,4,0,1600,3,Garage,3,Yes
B9076823,52,M,UK,27,0,0,1400,3,Garage,11,No
A58205604,79,M,UK,36,0,3,1800,6,Garage,2,Yes
B30645780,31,F,UK,5,0,4,1200,4,Garage,5,No
B52842939,28,F,UK,7,0,0,1600,4,Road,5,No
B26327286,22,M,UK,1,4,2,1200,4,Garage,3,Yes
B91184124,45,M,UK,7,0,4,1400,5,Garage,4,No
A11222467,63,M,UK,46,0,4,1400,7,Garage,14,Yes
B34100057,34,M,UK,16,0,0,1400,3,Garage,2,No
A96053538,56,F,UK,14,0,3,1200,5,Garage,5,No
B93024826,44,M,UK,8,0,0,1200,5,Road,1,Yes
A2912221,46,M,UK,21,0,3,1400,4,Garage,17,No
A66057239,39,M,UK,6,0,4,1200,3,Garage,4,No
B47411268,22,F,UK,1,0,1,1600,6,Garage,10,Yes
B74604914,66,F,UK,31,0,2,1200,3,Garage,6,Yes
B85908043,78,M,UK,2,0,3,1200,3,Road,3,No
A15972627,53,F,UK,15,0,3,1200,5,Garage,1,No
B54337629,72,M,UK,54,0,3,1200,5,Road,6,Yes
A13321249,63,F,UK,24,0,3,1200,4,Garage,1,No
B84419702,54,F,UK,6,0,0,1600,2,Garage,17,Yes
B66268757,42,M,UK,5,4,1,1600,7,Garage,5,Yes
B83166226,74,F,UK,44,0,2,1200,3,Garage,4,Yes
B33322129,66,F,UK,6,4,2,1800,5,Garage,1,Yes
A42595280,19,F,UK,1,4,4,1400,6,Road,19,Yes
A66035004,25,F,UK,7,0,1,1600,5,Garage,10,No
B76462260,62,F,UK,15,0,1,1600,6,Road,5,Yes
A36517462,50,M,UK,11,0,0,1400,6,Garage,10,No
B72639025,18,F,UK,1,0,1,1400,5,Road,1,Yes
B70716317,45,F,UK,17,0,1,1200,2,Road,3,No
B10342242,29,M,UK,11,0,3,1600,6,Garage,4,No
B32374839,20,F,UK,2,0,2,1600,7,Garage,6,Yes
A62820079,67,M,UK,30,4,4,1400,5,Garage,2,Yes
B18699943,68,M,UK,8,0,1,1600,6,Garage,10,Yes
A42083839,43,F,UK,11,4,1,1200,3,Garage,4,Yes
A20593809,72,F,UK,44,0,0,1200,4,Garage,1,Yes
A53525433,69,F,UK,36,4,2,1200,3,Garage,12,Yes
B82110885,31,F,UK,3,0,1,1200,6,Garage,1,No
B79368532,36,F,UK,10,0,2,1600,3,Road,8,No
B15545504,43,M,UK,16,0,4,1400,4,Garage,1,No
A35293171,52,F,UK,25,0,2,1200,2,Garage,1,No
B98980204,72,M,UK,37,0,1,1200,2,Drive,5,No
B78759640,28,M,UK,9,0,1,1400,5,Drive,5,No
A42656384,37,F,UK,18,8,1,1600,4,Garage,2,Yes
B76613422,40,M,UK,21,0,0,1200,2,Garage,18,No
B73614973,72,F,UK,28,0,2,1400,4,Garage,6,Yes
A25444281,60,F,UK,6,0,1,1400,4,Garage,1,No
B22401953,26,M,UK,7,0,4,1200,6,Drive,1,No
B7191933,69,F,UK,37,0,0,1200,5,Road,2,Yes
A90259450,63,F,UK,36,0,0,1200,3,Road,1,Yes
B53067428,68,F,UK,50,0,4,1800,4,Garage,1,Yes
B19205558,25,M,UK,7,0,4,1800,7,Garage,1,No
A1931193,59,M,UK,29,0,4,1400,3,Drive,3,No
A8549970,78,F,UK,38,0,2,1200,2,Garage,2,Yes
A11825543,26,F,UK,2,0,4,1400,6,Garage,3,No
B44819917,38,F,UK,10,4,2,1200,3,Road,2,Yes
B45170447,67,F,UK,6,0,1,1200,4,Garage,1,Yes
B64935750,58,M,UK,15,8,4,1200,2,Road,6,Yes
A57733574,31,M,UK,8,0,0,1800,5,Garage,2,No
B76252334,35,M,UK,11,0,2,1200,5,Garage,4,No
A3199783,54,F,UK,36,0,4,1200,4,Garage,14,No
B96317097,44,M,UK,24,0,3,1400,6,Garage,1,No
B15165963,80,F,UK,55,0,3,1400,6,Garage,8,Yes
B98304722,27,F,UK,6,0,1,1200,6,Garage,1,No
A86342029,65,M,UK,15,4,3,1200,6,Garage,15,Yes
B2841833,40,M,UK,14,0,2,1200,5,Garage,3,No
A2306589,20,F,UK,2,0,0,1400,4,Road,16,Yes
A17364731,19,F,UK,2,0,2,1200,4,Garage,1,No
A94683003,69,F,UK,45,4,0,1200,5,Garage,15,Yes
A90442821,69,M,UK,49,0,3,1200,6,Garage,5,No
B14933866,21,M,UK,3,0,3,1200,3,Road,4,Yes
A2225801,72,M,UK,24,0,4,1400,5,Garage,8,No
A35837453,58,F,UK,28,0,3,1200,6,Garage,1,No
A53001883,47,M,UK,10,0,4,1400,3,Garage,17,No
A90930768,52,F,UK,30,0,4,1200,3,Garage,9,No
B60744483,75,M,UK,50,0,2,1200,2,Garage,6,No
B97374512,68,F,UK,19,0,3,1200,3,Garage,1,Yes
A65795102,28,F,UK,10,0,0,1400,5,Garage,3,No
B86146451,68,M,UK,48,0,2,1200,2,Garage,6,No
B87939803,60,M,UK,33,0,2,1200,3,Drive,1,No
A26885851,44,M,UK,1,0,3,1200,4,Garage,5,No
A75479876,54,M,UK,25,0,2,1400,7,Garage,1,No
B34634705,68,F,UK,30,0,0,1400,4,Road,3,Yes
B73943462,72,F,UK,4,0,1,1400,6,Garage,2,Yes
B95313338,40,M,UK,8,0,3,1600,5,Road,5,Yes
B32084132,29,M,UK,1,0,2,1600,7,Garage,12,No
A89816774,77,F,UK,11,0,4,1200,4,Garage,19,Yes
A55246259,80,F,UK,38,0,4,1600,6,Garage,1,Yes
A74286644,64,M,UK,19,0,2,1400,3,Garage,2,No
B39458146,73,F,UK,2,0,1,1600,3,Road,2,Yes
A855928,58,M,UK,9,0,2,1400,5,Road,3,Yes
B31491043,78,F,UK,33,0,0,2000,6,Garage,1,Yes
B48824348,52,F,UK,28,0,0,1200,3,Garage,2,No
B64259183,75,M,UK,23,0,2,1400,4,Road,1,Yes
A59481495,79,F,UK,24,0,3,1400,4,Garage,1,Yes
A89052797,25,M,UK,3,0,1,1600,3,Garage,5,No
A62310388,22,F,UK,3,8,2,1200,4,Garage,11,Yes
A35893410,72,M,UK,42,0,2,1200,3,Garage,4,No
B43024396,80,F,UK,3,0,2,1400,6,Garage,2,Yes
A33943736,26,F,UK,7,4,2,1600,4,Garage,2,Yes
A66746255,72,F,UK,52,0,2,2200,5,Drive,4,Yes
A46065200,24,F,UK,6,0,2,1400,6,Garage,5,No
A97721225,22,M,UK,4,0,4,1400,7,Garage,5,Yes
A63787947,39,F,UK,21,0,3,1400,6,Garage,10,No
B20111452,59,M,UK,38,0,4,1400,4,Garage,19,No
B87616776,36,F,UK,10,4,1,1400,3,Garage,1,Yes
B55775661,28,F,UK,5,0,4,1200,3,Garage,2,No
B61502484,44,F,UK,25,0,1,1200,6,Garage,18,No
A22392251,60,M,UK,12,0,1,1400,3,Garage,5,No
A4980010,68,F,UK,16,0,4,1200,3,Garage,17,Yes
A9148424,33,M,UK,16,0,1,1200,4,Drive,3,No
B33969231,31,M,UK,4,0,2,1200,2,Road,9,No
A88073438,44,M,UK,10,0,2,1200,5,Road,1,No
B95540594,47,M,UK,19,0,2,2400,8,Garage,1,Yes
A18936576,60,M,UK,19,8,4,1800,4,Garage,3,Yes
B45291278,51,M,UK,28,0,3,1400,5,Garage,3,No
A8329731,78,M,UK,57,0,0,1200,6,Garage,2,No
B56696969,73,F,UK,10,0,3,2200,3,Garage,4,Yes
B22460740,38,F,UK,10,0,1,1200,4,Road,2,No
A49816503,67,M,UK,33,0,1,1400,5,Garage,4,No
B87601846,37,M,UK,17,0,3,1600,7,Garage,4,No
A1980627,78,M,UK,8,0,3,1400,4,Garage,1,No
A67265001,28,M,UK,11,0,3,1200,4,Road,6,No
B79816331,23,M,UK,2,4,4,1200,6,Garage,2,Yes
B30978692,76,F,UK,10,0,3,1200,5,Garage,2,Yes
A97148854,22,M,UK,4,0,1,1200,2,Garage,5,Yes
B93997302,40,M,UK,4,0,3,1200,2,Garage,10,No
A10446339,33,F,UK,6,0,4,1200,4,Garage,2,No
B53078622,39,M,UK,18,0,3,1400,3,Garage,13,No
B34582156,24,M,UK,5,0,1,1600,4,Garage,11,Yes
B85384164,24,M,UK,5,0,2,1200,3,Garage,11,Yes
B21031941,40,F,UK,23,0,3,1600,5,Garage,3,No
A34170375,43,M,UK,3,0,1,1200,5,Garage,15,No
A92925845,50,M,UK,21,8,2,1200,5,Road,4,Yes
B81822108,59,F,UK,22,0,4,1200,2,Road,14,Yes
A51790161,70,M,UK,31,0,1,1400,7,Garage,12,Yes
A43681432,30,M,UK,11,0,3,1400,4,Garage,8,No
A42522667,45,M,UK,24,0,3,1400,3,Garage,3,No
B17219069,27,M,UK,2,0,1,1400,6,Drive,18,Yes
B60740924,28,F,UK,9,0,3,1200,6,Garage,3,No
A18204568,37,M,UK,3,4,1,1200,5,Garage,18,Yes
B49993692,67,M,UK,43,0,4,1800,3,Road,9,Yes
B38110846,33,F,UK,6,0,4,1400,6,Garage,6,No
B20187080,19,M,UK,2,0,0,2000,5,Drive,9,Yes
B97426702,67,F,UK,11,8,1,1400,4,Road,8,Yes
B65623037,75,F,UK,37,0,2,2000,6,Garage,1,Yes
B13517365,40,M,UK,19,0,3,1200,6,Road,1,Yes
A27746648,20,M,UK,3,0,2,1200,6,Garage,2,Yes
B75664673,78,F,UK,47,0,2,1200,6,Road,11,Yes
A93546452,44,F,UK,26,0,2,1200,4,Garage,2,No
B97102688,39,F,UK,21,0,0,1400,4,Garage,8,No
A92723189,60,M,UK,38,4,1,1200,5,Road,5,Yes
B5457818,22,F,UK,5,0,4,1200,5,Garage,7,No
A39135876,79,F,UK,30,4,0,1400,3,Garage,19,Yes
B84757873,24,F,UK,6,0,1,1800,4,Garage,10,Yes
B44228503,76,F,UK,23,4,2,1400,3,Drive,7,Yes
B1896747,32,F,UK,10,0,4,1200,6,Garage,3,No
B20207800,72,M,UK,37,0,1,1200,6,Garage,2,No
B99177530,58,M,UK,16,0,1,1200,5,Road,9,Yes
B2054067,23,F,UK,6,0,1,1200,4,Drive,2,No
A87308626,51,F,UK,6,0,0,1400,3,Garage,1,No
A80280629,67,M,UK,3,0,0,1400,3,Garage,1,No
A67547394,55,F,UK,17,4,0,1200,4,Road,6,Yes
A50050505,36,M,UK,1,0,2,1200,3,Garage,1,No
A98016341,57,F,UK,6,0,1,1200,4,Garage,2,No
B49745094,77,M,UK,24,0,4,1400,3,Road,2,Yes
A4414129,46,F,UK,20,0,2,1600,6,Garage,4,No
A71713022,36,F,UK,6,0,1,1600,3,Garage,2,No
A58974623,40,F,UK,22,0,1,1400,4,Garage,1,No
A83568725,52,M,UK,19,0,3,1400,3,Road,7,Yes
A3959953,79,F,UK,13,8,1,1200,4,Road,1,Yes
A98194120,59,F,UK,15,0,0,1200,2,Garage,3,No
B70931719,78,F,UK,25,4,0,1400,2,Garage,7,Yes
A94141165,66,M,UK,43,0,2,1400,4,Garage,16,Yes
B25598132,24,M,UK,5,0,1,1200,6,Garage,2,Yes
A16100140,78,M,UK,50,0,2,1200,2,Garage,3,No
B79198457,25,F,UK,1,0,3,1600,3,Drive,13,No
B80113140,46,F,UK,20,8,1,1600,2,Drive,14,Yes
A94061110,28,M,UK,2,0,3,1400,6,Garage,2,No
A18496751,35,M,UK,9,0,3,1200,3,Drive,2,No
A42148216,48,M,UK,14,4,4,1200,2,Garage,3,Yes
A21249116,36,F,UK,15,0,2,1600,6,Garage,2,No
B65832093,33,F,UK,11,0,2,1600,5,Road,5,Yes
A70760743,54,M,UK,30,0,4,1200,5,Garage,12,No
A97807698,44,F,UK,17,0,1,1200,2,Road,2,No
A56739834,53,F,UK,4,0,4,1200,4,Drive,1,No
A49123076,75,F,UK,5,0,4,1200,6,Garage,1,Yes
B85350740,35,F,UK,3,8,1,1600,6,Garage,17,Yes
A89907199,69,M,UK,8,0,2,1200,3,Garage,5,No
B46283656,71,M,UK,7,0,2,1200,6,Garage,7,No
A51785282,57,M,UK,7,0,0,1600,5,Drive,2,No
A71838115,77,M,UK,31,0,2,1400,5,Road,13,Yes
B57103218,63,F,UK,16,0,4,1400,2,Road,2,No
A33552484,19,F,UK,1,0,2,1600,7,Garage,3,Yes
A84272444,30,M,UK,8,0,3,1400,3,Drive,1,No
B52151502,61,F,UK,41,0,3,1200,6,Garage,18,No
A71536886,74,M,UK,6,0,3,1200,2,Garage,2,No
A80583262,19,M,UK,2,0,1,1600,6,Garage,13,Yes
A11019424,45,F,UK,16,0,2,2000,5,Garage,5,No
A23828986,71,M,UK,49,0,0,1200,6,Garage,13,No
A68484904,76,F,UK,21,0,2,1600,5,Garage,3,Yes
A14890760,46,M,UK,24,0,2,1200,6,Road,5,Yes
B40104803,38,F,UK,20,0,4,1600,3,Road,5,No
B31236996,23,M,UK,2,0,0,1400,7,Garage,1,Yes
A68111680,75,M,UK,40,0,1,1200,2,Road,1,No
